nr;datum;Nederlands;Grieks;woordsoort;nota;thema
0001;2025-09-24;Welkom!;Καλώς όρισες!;zin;;converseren, uitdrukkingen
0002;2025-09-24;persoonlijke gegevens;τα ατομικά στοιχεία;znw.;;converseren
0003;2025-09-24;achternaam;(το) επώνυμο;znw.;;converseren
0004;2025-09-24;naam;(το) όνομα;znw.;;converseren
0005;2025-09-24;het land van herkomst;η χώρα προέλευσης;znw.;;geografie, cultuur
0006;2025-09-24;adres;(η) διεύθυνση;znw.;;wonen, routines
;;;παραγγέλνω;;;
;;;(τα) λαζάνια;;;
0007;2025-09-24;telefoon;(το) τηλέφωνο;znw.;;converseren
0008;2025-09-24;handtekening;(η) υπογραφή;znw.;;dingen
0009;2025-09-24;een herhaling;μια επανάληψη;znw.;;school, maatschappij
0010;2025-09-24;meer;πιο πολύ;bijw.;;hoeveelheden, meten
0011;2025-09-24;algemeen;κοινός -ή -ό;bnw.;;dingen
0012;2025-09-24;bijna;σχεδόν;bijw.;;hoeveelheden, meten
0013;2025-09-24;Zijn jullie uitgerust?;Ξεκουραστήκατε;;ww.;;converseren
0014;2025-09-24;zich herinneren;θυμάμαι;ww.;;school, maatschappij
0015;2025-09-24;proberen;προσπαθώ;ww.;;converseren
0016;2025-09-24;kiezen;διαλέγω;ww.;;converseren
0017;2025-09-24;binnenkomen;μπαίνω;ww.;;reizen, routines
0018;2025-09-24;helpen;βοηθάω;ww.;;converseren
0019;2025-09-24;zoeken;ψάχνω;ww.;;converseren
0020;2025-09-24;volgen;παρακολουθώ;ww.;;converseren
0021;2025-09-24;bellen;καλώ;ww.;;converseren
;;;(το) ποτό;;;
0022;2025-09-24;vragen;ζητάω;ww.;;converseren
0024;2025-09-24;groeten;χαιρετάω;ww.;;converseren
0025;2025-09-24;lawaai;(ο) θόρυβος;znw.;;dingen
0026;2025-09-24;kantine;(το) κυλικείο;znw.;;dingen
0027;2025-09-24;hulp， assistent;(ο) βοηθός;znw.;;beroepen, maatschappij
0028;2025-09-24;geluksvogel;(ο) τυχερός;znw.;;dingen
;;;η αρχή;;;
;;;(ο) κήπος;;;
0029;2025-09-24;computer;ο υπολογιστής;znw.;;beroepen, maatschappij
;;;(η) επανάληψη;;;
0030;2025-09-24;zoekertjes， advertenties;τις αγγελίες;znw.;;cultuur
0031;2025-09-24;traagheid;(η) αργή;znw.;;tijd, meten
0032;2025-09-24;land， natie;(η) χώρα;znw.;;geografie, cultuur
0033;2025-09-24;geld;¹(τα) χρήματα ²(τα) λεφτά;znw.;;winkelen, routines
0035;2025-09-24;minuten;(τα) λεπτά;znw.;;tijd, meten
0036;2025-09-24;vaak;συχνά;bijw.;;hoeveelheden, tijd, meten
0037;2025-09-24;soms;τις μερικές φορές;bijw.;;hoeveelheden, tijd, meten
0038;2025-10-01;Het is 8:15.;Η ώρα είναι 8:15.;zin;;tijd, kalender, meten
0039;2025-10-01;Het is twee (uur (precies)).;Είναι δυο (η ώρα (ακριβώς)).;zin;;tijd, kalender, meten
0040;2025-10-01;slaap;(ο) ύπνος;znw.;;lichaam, behoeftes
0041;2025-10-01;rust;(η) ξεκούραση;znw.;;dingen
;;;όλοι μας;;;
;;;ξεχνώ;;;
;;;ξεκουράζομαι;;;
0042;2025-10-01;roos;(το) τριαντάφυλλο;znw.;;natuur
0043;2025-10-01;pauze;(το) διάλειμμα;znw.;;tijd, meten
;;;σχολάω από τη δουλειά;;;
0044;2025-10-01;werk;(η) δουλειά;znw.;;beroepen, maatschappij
0045;2025-10-01;koorts;(ο) πυρετός;znw.;;lichaam, behoeftes
;;;(το) κομμωτήριο;;;
;;;(ο) κομμωτής, (η) κομμώτρια;;;
;;;κρυώνω;;;
0046;2025-10-01;zoveel;τόσος -η -ο;bnw.;;hoeveelheden, meten
0047;2025-10-01;vroeg;νωρίς;bijw.;;tijd, meten
0048;2025-10-01;laat;αργά;bijw.;;tijd, meten
;;;(το) βιβλίο του Πέτρου;;;
;;;Είμαι το κορίτσι του Σάββα.;;;
;;;Είμαι ο φίλος της Νεφέλης.;;;
0049;2025-10-01;wat;τι;vnw.;;grammatica
0050;2025-10-01;welke， wie;ποιο(ς);vnw.;;grammatica
0051;2025-10-01;Welke kleur bevalt je?;Τι/Ποιο χρώμα σου αρέσει;;vraagzin;;converseren
0052;2025-10-01;Welk(e) wijn wil je? Wit, rood, Grieks…;Τι κρασί θέλεις; Λευκό, μαύρο, Ελληνικό…;vraagzin;;voedsel, dingen
0053;2025-10-01;Welke wijn wilt u? Syrah, Bordeaux…;Ποιο κρασί θέλετε; Σιρά, Μπορντό…;vraagzin;;voedsel, dingen
0054;2025-10-01;wie;ποιος -η -ο;bnw.;;grammatica
0055;2025-10-01;verleden;περασμένος -η -ο;bnw.;;tijd, meten
0056;2025-10-01;laatste;τελευταίος -η -ο;bnw.;;hoeveelheden, meten
0057;2025-10-01;misschien;ίσως;bijw.;;grammatica
;;;λέω ένα τραγούδι;;;
;;;(η) αγορά;;;
;;;πάω στην αγορά;;;
;;;(δεν) θα τον δω;;;
;;;(η) ψησταριά;;;
0058;2025-10-01;vroeger;παλιά;bijw.;;tijd, meten
0059;2025-10-01;doorweekt， nat;μούσκεμος -η -ο;bnw.;;kalender, meten
0060;2025-10-01;Mijn tas is doorweekt.;Η τσάντα μου είναι μούσκεμα.;zin;;kalender, meten
0061;2025-10-01;niet (imperatief);Μη … !;bijw.;;grammatica
0062;2025-10-01;alles;τα πάντα;znw.;;hoeveelheden, meten
0063;2025-10-01;gebroken;σπασμένος -η -ο;bnw.;;lichaam, behoeftes
0064;2025-10-01;vergeten;ξεχνάω;ww.;;voedsel, dingen
0065;2025-10-01;je vergeet;ξεχνάς;ww.;;converseren
0066;2025-10-01;wakker worden;ξυπνάω;ww.;;routines
0067;2025-10-01;beginnen;αρχίζω;ww.;;tijd, meten
0068;2025-10-01;klaar zijn (met werk/school);σχολάω;ww.;;school, maatschappij
0069;2025-10-01;gaan liggen;ξαπλώνω;ww.;;reizen, routines
0070;2025-10-01;ontmoeten;συναντάω;ww.;;voedsel, dingen
0071;2025-10-01;terugkeren;επιστρέφω;ww.;;routines
0072;2025-10-01;dragen;φορώ;ww.;;converseren
0073;2025-10-01;sluiten;κλείνω;ww.;;converseren
0074;2025-10-01;hopen;ελπίζω;ww.;;converseren
0075;2025-10-01;vervoegen;κλίνω;ww.;;converseren
0076;2025-10-01;Ik vrees niets, ik hoop niets, ik ben vrij.;Δεν φοβάμαι τίποτα, δεν ελπίζω τίποτα, είμαι ελεύθερος.;zin;;grammatica
0077;2025-10-01;verkopen;πουλάω;ww.;;winkelen, routines
0078;2025-10-01;pijn hebben;πονάω;ww.;;converseren
0079;2025-10-01;zich klaarmaken;ετοιμάζομαι;ww.;;routines
0080;2025-10-01;heten (genoemd worden);λέγομαι;ww.;;voedsel, dingen
0081;2025-10-01;respecteren;σέβομαι;ww.;;converseren
0082;2025-10-01;hoe;πως;vw.;bij een zakelijke vaststelling， herhaling;converseren
0083;2025-10-01;(al)waar;που;vnw.;bij een gevoel， herhaling;converseren
0084;2025-10-01;Ik vrees dat …;Φοβάμαι πως …;zin;uitzondering!， herhaling;emoties, behoeftes
0085;2025-10-01;Ik werk thuis.;Δουλεύω από το σπίτι.;zin;;wonen, routines
;;;Πλένω τα πιάτα.;;;
0086;2025-10-01;in een huis;σε σπίτι;vz.;;wonen, routines
0087;2025-10-01;in een appartement;σε διαμέρισμα;vz.;;wonen, routines
0088;2025-10-01;(te) laat zijn;αργώ;ww.;;tijd, meten
;;;συμφωνώ;;;
0090;2025-10-01;dorst hebben;διψάω;ww.;;voedsel, dingen
0091;2025-10-01;honger hebben;πεινάω;ww.;;voedsel, dingen
0092;2025-10-01;passeren;περνάω;ww.;;reizen, routines
0093;2025-10-01;nemen;παίρνω;ww.;;reizen, routines
0095;2025-10-01;werkwoorden op -ομαι en -αμαι;τα ρήματα σε -ομαι και -αμαι;groep;;grammatica
0096;2025-10-01;rechtstaan;σηκώνομαι;ww.;;lichaam, behoeftes
0097;2025-10-01;Sta op!;Σήκω!;ww.;;converseren, uitdrukkingen
0098;2025-10-01;οpstaan (zich optillen);σηκώνομαι;ww.;;routines
0099;2025-10-01;opnemen， opheffen， optillen;σηκώνω (π.χ. το τηλέφωνο);ww.;;converseren
0100;2025-10-01;zich wassen;πλένομαι;ww.;;lichaam, routines, behoeftes
0101;2025-10-01;wassen;πλένω;ww.;;lichaam, routines, behoeftes
0102;2025-10-01;zich kleden;ντύνομαι (= βάζω τα ρούχα μου);ww.;;kleding, routines, behoeftes
0103;2025-10-01;kleden， aankleden;ντύνω (π.χ. τα παιδιά);ww.;;kleding, routines, behoeftes
0104;2025-10-01;zich opmaken;βάφομαι;ww.;;kleding, lichaam, routines, behoeftes
0105;2025-10-01;schilderen， verven;βάφω;ww.;;kleding, behoeftes
0106;2025-10-01;zich scheren;ξυρίζομαι;ww.;;kleding, lichaam, routines, behoeftes
0107;2025-10-01;scheren;ξυρίζω (π.χ. τα πρόβατα);ww.;;kleding, behoeftes
0108;2025-10-01;zich kammen;χτενίζομαι;ww.;;kleding, behoeftes
0109;2025-10-01;kammen;χτενίζω (π.χ. τα μαλλιά μου);ww.;;lichaam, kleding, behoeftes
;;;αρχίζω δουλειά;;;
0110;2025-10-01;komen;έρχομαι;ww.;;reizen, routines
0111;2025-10-01;zitten;κάθομαι;ww.;;converseren
0112;2025-10-01;(na)denken;σκέφτομαι;ww.;;filosofie, cultuur
0113;2025-10-01;(zich) voelen;αισθάνομαι;ww.;;emoties, behoeftes
0114;2025-10-01;nodig hebben;χρειάζομαι;ww.;;emoties, behoeftes
0115;2025-10-01;moe worden， zich moe maken;κουράζομαι;ww.;;routines
0116;2025-10-01;het warm hebben;ζεσταίνομαι;ww.;;emoties, behoeftes
0117;2025-10-01;slapen;κοιμάμαι;ww.;;routines
0118;2025-10-01;zich herinneren;θυμάμαι;ww.;;filosofie, cultuur
0119;2025-10-01;spijt hebben， medelijden hebben;λυπάμαι;ww.;;emoties, behoeftes
0120;2025-10-01;bang zijn， vrezen， angst hebben;φοβάμαι;ww.;;emoties, behoeftes
0121;2025-10-01;heten (genoemd worden);λέγομαι;ww.;;converseren
;;;εργάζομαι;;;
;;;εργάζομαι ως βοηθός;;;
;;;(το) κιλό;;;
0122;2025-10-01;zeggen， noemen;λέω;ww.;;converseren
0123;2025-10-01;zich bevinden;βρίσκομαι;ww.;;converseren
;;;Ποιον λες;;;;
0124;2025-10-01;vinden;βρίσκω;ww.;;converseren
0125;2025-10-08;Het is niet zo moeilijk.;Δεν είναι τόσο δύσκολο.;zin;;grammatica
0126;2025-10-08;Wat betekent (dat)?;Τι σημαίνει;;vraagzin;;converseren
0127;2025-10-08;student zijn;σπουδάζω;ww.;;school, maatschappij
0128;2025-10-08;lezen;διαβάζω;ww.;;school, maatschappij
0129;2025-10-08;leren;μαθαίνω;ww.;;school, maatschappij
0130;2025-10-08;(in)studeren， blokken;μελετάω;ww.;;school, maatschappij
0131;2025-10-08;bal;(η) μπάλα;znw.;;sport, maatschappij
0132;2025-10-08;Ik gooi de bal;Πετάω την μπάλα;zin;;sport, maatschappij
0133;2025-10-08;volgende week;την άλλη εβδομάδα;bijw.;;tijd, kalender, meten
0134;2025-10-08;lachen;γελάω;ww.;;converseren
0135;2025-10-08;Wie lacht u/jullie uit?;Ποιόν γελάτε;;vraagzin;;converseren
0136;2025-10-08;collega;(ο/η) συνάδελφος;znw.;;beroepen, maatschappij
0137;2025-10-08;zus;(η) αδελφή;znw.;;dingen
0138;2025-10-08;advocaat;(ο/η) δικηγόρος;znw.;;beroepen, maatschappij
0139;2025-10-08;Ik ga nooit.;Δεν πηγαίνω ποτέ.;zin;;hoeveelheden, tijd, routines, meten
0140;2025-10-08;hoofd;(το) κεφάλι;znw.;;lichaam, behoeftes
0141;2025-10-08;maag;(το) στομάχι;znw.;;lichaam, behoeftes
0142;2025-10-08;hart;(η) καρδιά;znw.;;lichaam, behoeftes
;;;Μα τι ωραία που …;;;
;;;Μη με πειράζεις!;;;
;;;Μην κάνεις έτσι!;;;
0143;2025-10-08;keel;(ο) λαιμός;znw.;;lichaam, behoeftes
0144;2025-10-08;passeren;περνάω;ww.;;reizen, routines
0145;2025-10-08;plagen;πειράζω;ww.;;converseren
0146;2025-10-08;plagen， lastig vallen， hinderen;πειράζω;ww.;;converseren
0147;2025-10-08;De zon hindert me.;Με πειράζει ο ήλιος;zin;;natuur
0148;2025-10-08;Nu ge het zegt…;Εδώ, που τα λέμε…;zin;;converseren, uitdrukkingen
0149;2025-10-08;Dat je ware …;Να’σουν … (< να ήσουν);zin;;converseren, uitdrukkingen
0150;2025-10-08;ongerust zijn;ανησυχώ;ww.;;emoties, behoeftes
0151;2025-10-08;Maak je niet ongerust!;Μην ανησυχείς!;ww.;;grammatica
0152;2025-10-08;doen;κάνω;ww.;;converseren
0153;2025-10-08;grappen;(τα) αστεία;znw.;;converseren
0154;2025-10-08;dokterspraktijk;(το) ιατρείο;znw.;;beroepen, maatschappij
;;;ονομάζομαι;;;
0155;2025-10-08;niet (imperatief, verbod);μην;bijw.;;grammatica
0156;2025-10-08;niet;δεν;bijw.;;grammatica
0157;2025-10-08;Val me niet lastig!;Μην με πειράζει!;ww.;;grammatica
0158;2025-10-08;Het maakt niet uit.;Δεν πειράζει.;ww.;;grammatica
0159;2025-10-08;Wees niet bang!;Μην φοβάστε!;ww.;;grammatica
0160;2025-10-08;Bent u niet bang?;Δεν φοβάστε;;ww.;;grammatica
0161;2025-10-08;Praat niet samen!;Μην μιλά μαζί!;ww.;;grammatica
0162;2025-10-08;Praat niet!;Μην μιλάς!;ww.;;grammatica
0163;2025-10-08;Zeg niets!;Μην λες τίποτα!;ww.;;grammatica
0164;2025-10-08;Zeg het niet!;Μην το πεις!;ww.;;grammatica
0165;2025-10-08;leugen;(το) ψέμα – (τα) ψέματα (π.χ. λέω ψέματα);znw.;;emoties, behoeftes
0166;2025-10-08;Gezondheid!;Περαστικά!;zin;lett. ‘Dat het moge voorbij gaan.’， herhaling;converseren, uitdrukkingen
0167;2025-10-08;krachtig， hard， luid;δυνατός -ή -ό;bnw.;;dingen
0168;2025-10-08;(we praten) luid;(μιλάμε) δυνατά;bijw.;;converseren
0169;2025-10-08;urenlang;με τις ώρες;bijw.;;tijd, meten
0170;2025-10-08;en nu we het erover hebben;και εδώ που τα λέμε;ww.;;converseren
0171;2025-10-08;water bij de wijn doen;βάζω στο κρασί νερό;ww.;;voedsel, dingen
0172;2025-10-08;In een maand zonder rho, doe water in warme wijn.;Μήνα που δεν εχει ρο, βα ζεστό κρασί νερό.;spreekwoord;;grammatica
0173;2025-10-08;gelijk hebben;έχω δίκιο;ww.;;converseren
;;;Εδώ που τα λέμε …;;;
0174;2025-10-08;in het algemeen;γενικά;bijw.;;converseren
0175;2025-10-08;dronken;μεθυσμένος -η -ο;bnw.;;emoties, behoeftes
0176;2025-10-08;wennen;συνηθίζω;ww.;cfr συνηθώς， herhaling;converseren
0177;2025-10-08;gewoonlijk;συνηθώς;bijw.;;hoeveelheden, tijd, meten
0178;2025-10-08;zich schamen;ντρέπομαι;ww.;;converseren
;;;Ποιο(ν) Who is always with ν  - ποιον  Which is without ν except for vowels and certain letters - ποιο(ν);;;
0179;2025-10-08;Hoe schoon praat ge Grieks!;Μα τι ωραία που μιλάς Ελληνικά!;zin;;converseren, uitdrukkingen
0180;2025-10-08;Wat jammer dat …;Κρίμα που …;uitdr.;;grammatica
0181;2025-10-08;Het spijt me dat …;Λυπάμαι που …;uitdr.;;emoties, behoeftes
;;;Κρίμα που δεν ήμουν έκει.;;;
0182;2025-10-08;Verschoning dat …;Συγνώμι που …;uitdr.;;converseren, uitdrukkingen
0183;2025-10-08;Ik denk dat …;Νομίζω πως/ότι …;uitdr.;;converseren, uitdrukkingen
;;;για παράδειγμα;;;
0184;2025-10-08;medicijnen;(τα) φάρμακα;znw.;;dingen
0185;2025-10-08;berg;(το) βουνό;znw.;;natuur
0186;2025-10-15;altijd;πάντα;bijw.;;hoeveelheden, tijd, meten
0187;2025-10-15;gebruikelijk， gewoonlijk;συνήθως;bijw.;;hoeveelheden, tijd, meten
;;;πάω για ύπνο;;;
0188;2025-10-15;vaak;συχνά;bijw.;;hoeveelheden, tijd, meten
;;;(το) γυμναστήριο;;;
0189;2025-10-15;soms;μερικές φορές;bijw.;;hoeveelheden, tijd, meten
0190;2025-10-15;zelden;σπάνια;bijw.;;hoeveelheden, tijd, meten
0191;2025-10-15;nooit;ποτέ;bijw.;;hoeveelheden, tijd, meten
0192;2025-10-15;vaak;πολλές φορές;uitdr.;;hoeveelheden, tijd, meten
0193;2025-10-15;om de dag;μέρα παρά μέρα;uitdr.;;hoeveelheden, tijd, meten
0194;2025-10-15;de hele tijd;όλη την ώρα;uitdr.;;hoeveelheden, tijd, meten
0195;2025-10-15;af en toe;κάπου-κάπου;uitdr.;;hoeveelheden, tijd, meten
;;;έχει φεγγάρι;;;
;;;(το) μοναστήρι;;;
;;;(η) βάρκα;;;
;;;Απλός / απλή / απλό;;;
;;;(η) επιστροφή;;;
;;;(η) θέση;;;
0196;2025-10-15;sommige;μερικοί -ές -ά;bnw.;;grammatica
0197;2025-10-15;bewaken;φυλάω;ww.;;converseren
0198;2025-10-15;kus;(το) φιλί;znw.;;emoties, behoeftes
0199;2025-10-15;roepen;φωνάζω;ww.;;converseren
0200;2025-10-15;trainen;γυμνάζομαι;ww.;;sport, maatschappij
0201;2025-10-15;spugen;φτύνω;ww.;;converseren
0202;2025-10-15;ftoe-ftoe-ftoe;φτου-φτου-φτου;uitdr.;;cultuur
0203;2025-10-15;Wat zeg je?;Τι λες;;vraagzin;;converseren
0204;2025-10-15;blijven;μείνω;ww.;;converseren
0205;2025-10-15;brein， hersenen;(το) εγκέφαλο;znw.;;dingen
0206;2025-10-15;geheugen;(η) μνήμη;znw.;;grammatica
;;;(το) λάδι;;;
0207;2025-10-15;(wal)noten;(τα) καρύδια;znw.;;dingen
0208;2025-10-15;¹been ²poot;(το) ποδάρι;znw.;;lichaam, behoeftes
0209;2025-10-15;tekst;(το) κείμενο;znw.;;dingen
0210;2025-10-15;behalve;εκτός από;vz.;;grammatica
0211;2025-10-15;vreemd;παράξενος -η -ο;bnw.;;dingen
0212;2025-10-15;de vreemde plaatsen;η παράξενη μέρη;znw.;;tijd, meten
0213;2025-10-15;boos;θυμωμένος -η -ο;bnw.;;emoties, behoeftes
0214;2025-10-15;weer;ξανά;bijw.;;tijd, meten
0215;2025-10-15;opnieuw;πάλι;bijw.;;tijd, meten
0216;2025-10-15;als;αν;vw.;;grammatica
0217;2025-10-15;vlug-vlug (snel);τάκα-τάκα (γρίγορα);uitdr.;;tijd, meten
0218;2025-10-15;ik had;είχα;ww.;;grammatica
0219;2025-10-15;ik begreep;κατάλαβα;vz.;;grammatica
;;;Μήπως έχετε (εισιτήρια) και για το μετρό;;;;
0220;2025-10-15;ik was;ήμουν;ww.;;grammatica
0221;2025-10-15;eten;τρώω;ww.;;voedsel, dingen
0222;2025-10-15;ik at (τρώω);έφαγα;ww.;;voedsel, dingen
0223;2025-10-15;ik heb te veel gegeten;παραέφαγα;ww.;;voedsel, dingen
0224;2025-10-15;¹kwetteren ²fluiten;κελαηδάω;ww.;;converseren
0225;2025-10-15;Ik sla m’n kruis.;Θα κάνω το Σταυρό μου.;uitdr.;;cultuur
0226;2025-10-15;Het bord fluit (piept).;Ο πίνακας κελαηδάει.;zin;;dingen
0227;2025-10-15;(kunst)schilder;(ο/η) ζωγράφος;znw.;;beroepen, maatschappij
0228;2025-10-15;haar (haren, haardos);(τα) μαλλιά;znw.;;lichaam, behoeftes
0229;2025-10-15;(een enkel) haar;(το) μαλλί;znw.;;lichaam, behoeftes
0230;2025-10-15;oog;(το) μάτι – (τα) μάτια;znw.;;lichaam, behoeftes
0231;2025-10-15;vervloeken， ‘beogen’;ματιάζω;ww.;;converseren
0232;2025-10-15;het boze oog afwenden;ξεματιάζω;ww.;;converseren
0233;2025-10-15;vermoeien;κουράζω;ww.;;converseren
0234;2025-10-15;doen uitrusten;ξεκουράζω;ww.;;converseren
0235;2025-10-15;waarschijnlijk;μάλλον που που;bijw.;;grammatica
0236;2025-10-15;hij, zij, het;αυτός -ή -ό;bnw.;;grammatica
0237;2025-10-15;deze, die, dat;εκείνος -η -ο (ο/η/το);bnw.;;converseren
;;;(η) στάση;;;
;;;(το) στάδιο;;;
0238;2025-10-15;alle;όλος -η -ο;bnw.;;hoeveelheden, meten
0239;2025-10-22;Dionyssos Savvopoulos is vandaag overleden.;Διονύσης Σαββόπουλος πέθανε σήμερα.;zin;;cultuur
0240;2025-10-22;instappen;ανεβαίνω;ww.;;reizen, routines
0241;2025-10-22;uitstappen;κατεβαίνω;ww.;;reizen, routines
0243;2025-10-22;opwarming;(το) ζέσταμα;znw.;;sport, maatschappij
0244;2025-10-22;acteur;(ο/η) ηθοποιός;znw.;;beroepen, cultuur, maatschappij
;;;(το) μάτι;;;
;;;(η) γκαντεμιά;;;
0245;2025-10-22;film;(η) ταινία;znw.;;cultuur
0246;2025-10-22;paradijs;(ο) παράδεισος;znw.;;dingen
0247;2025-10-22;pizzeria;(η) πιτσαρία;znw.;;voedsel, dingen
0248;2025-10-22;kok;(ο) μάγειρας;znw.;;voedsel, dingen
0249;2025-10-22;koppel;(το) ζευγάρι;znw.;;relaties, converseren
0250;2025-10-22;sprookje;(το) παραμύθι;znw.;;cultuur
;;;Βάζω τα ρούχα μου.;;;
0251;2025-10-22;(mijn) lief/liefje (♂ & ♀);(η) αγάπη (μου);znw.;;relaties, converseren
0252;2025-10-22;de liefde;η αγάπη;znw.;;relaties, converseren
0253;2025-10-22;verliefd;ερωτευμένος -η -ο;bnw.;;relaties, converseren
0254;2025-10-22;romantisch;ρομαντικός -η -ο;bnw.;;relaties, converseren
0255;2025-10-22;erotisch， liefde-;ερωτικός -ή -ό;bnw.;;relaties, converseren
0256;2025-10-22;geliefde;(ο) έρωτας;znw.;;relaties, converseren
0257;2025-10-22;vraag;(η) ερώτηση;znw.;;relaties, converseren
0258;2025-10-22;vragen;ρωτάω;ww.;;converseren
0259;2025-10-22;kijken;κοιτάζω;ww.;;converseren
0260;2025-10-22;zwemmen;κολυμπάω;ww.;;sport, maatschappij
0261;2025-10-22;zwembad;(η) πισίνα;znw.;;sport, maatschappij
0262;2025-10-22;oud;παλιός -ή -ό;bnw.;;tijd, meten
0263;2025-10-22;nieuw;καινούργιος -η -ο;bnw.;;tijd, meten
0264;2025-10-22;volgens;κατά;vz.;;grammatica
;;;Τα λέμε από κοντά!;;;
;;;ψωνίζω;;;
0265;2025-10-22;overal;παντού;bijw.;;geografie, cultuur
0266;2025-10-22;erna， daarna;έπειτα (= μετά);vz.;;tijd, meten
0267;2025-10-22;toerist;(ο) τουρίστας;znw.;;reizen, routines
0268;2025-10-22;strand;(η) παραλία;znw.;;geografie, reizen, cultuur, routines
0269;2025-10-22;de verleden tijd (aorist);ο αορίστας;znw.;;grammatica
0270;2025-10-22;stam (van een werkwoord);το θέμα;znw.;;grammatica
0271;2025-10-22;uitgang (van een werkwoord);η κατάληξη;znw.;;grammatica
0272;2025-10-22;de voor-voorlaatste (lettergreep);(η) προπαραλήγουσα (συλλαβή);znw.;;grammatica
0273;2025-10-22;ploeg， groep， team;(η) ομάδα;znw.;;grammatica
0274;2025-10-22;de regel;ο κανόνας;znw.;;grammatica
0275;2025-10-22;regelmatige (werkwoorden);τα κανονικά;groep;;grammatica
0276;2025-10-22;onregelmatige (werkwoorden);τα ανώμαλα;groep;;grammatica
0277;2025-10-22;beginnen;αρχίζω;ww.;;tijd, routines, meten
0278;2025-10-22;ik begon;άρχισα;ww.;;tijd, meten
0279;2025-10-22;kopen;αγοράζω;ww.;;winkelen, routines
0280;2025-10-22;ik kocht;αγόρασα;ww.;;winkelen, routines
0281;2025-10-22;terugkeren;γυρίζω;ww.;;reizen, routines
0282;2025-10-22;ik keerde (γυρίζω);γύρισα;ww.;;reizen, routines
0283;2025-10-22;lezen;διαβάζω;ww.;;school, maatschappij
0284;2025-10-22;ik las;διάβαζα;ww.;;school, maatschappij
0285;2025-10-22;roepen;φωνάζω;ww.;;converseren
0286;2025-10-22;ik riep;φώναξα;ww.;;converseren
0287;2025-10-22;eindigen;τελειώνω;ww.;;tijd, meten
0288;2025-10-22;ik maakte af;τελείωσα;ww.;;tijd, meten
0289;2025-10-22;betalen;πληρώνω;ww.;;winkelen, routines
0290;2025-10-22;ik betaalde;πλήρωσα;ww.;;winkelen, routines
0291;2025-10-22;aankomen， arriveren;φτάνω;ww.;;reizen, routines
0292;2025-10-22;ik arriveerde;έφτασα;ww.;;reizen, routines
0293;2025-10-22;werken;δουλεύω;ww.;;converseren
0294;2025-10-22;ik werkte;δούλεψα;ww.;;beroepen, maatschappij
0295;2025-10-22;koken;μαγειρεύω (= κάνω φαγητό);ww.;;voedsel, dingen
;;;σπορ;;;
0296;2025-10-22;ik kookte;μαγείρεψα;ww.;;voedsel, dingen
0297;2025-10-22;gaan;πηγαίνω， πάω;ww.;;reizen, routines
0298;2025-10-22;ik ging (πηγαίνω， πάω);πήγα;ww.;;reizen, routines
0299;2025-10-22;zien;βλέπω;ww.;;converseren
0300;2025-10-22;ik zag (βλέπω);είδα;ww.;;converseren
0301;2025-10-22;hebben;έχω;ww.;;converseren
0302;2025-10-22;ik had;είχα;ww.;;grammatica
0303;2025-10-22;nemen;παίρνω;ww.;;reizen, routines
;;;λευκός ός -ή/ά -ό; certain standard expressions using one but not the other: λευκά είδη (linen), Λευκός Οίκος (the White House) άσπρο ψωμί; άσπρα μαλλιά (white hair, but is actually one's old age); λευκά μαλλιά (hair colour)",;;;
0304;2025-10-22;ik nam;πήρα;ww.;;reizen, routines
0305;2025-10-22;drinken;πίνω;ww.;;voedsel, dingen
0306;2025-10-22;ik dronk;ήπια;ww.;;voedsel, dingen
0307;2025-10-22;doen;κάνω;ww.;;converseren
;;;πηγαίνω;;;
0308;2025-10-22;ik deed (κάνω);έκανα;ww.;;converseren
0309;2025-10-22;begrijpen;καταλαβαίνω;ww.;;converseren
0310;2025-10-22;ik liet zakken;κατέβασα;ww.;;dingen
0311;2025-10-22;wachten;περιμένω;ww.;;tijd, meten
0312;2025-10-22;ik wachtte;περίμενα;ww.;;tijd, meten
0313;2025-10-22;eten;τρώω;ww.;;voedsel, dingen
0314;2025-10-22;ik at， ik heb gegeten;έφαγα;ww.;;voedsel, dingen
0315;2025-10-22;verliezen;χάνω;ww.;;converseren
0316;2025-10-22;Ik heb mijn sjaal verloren.;Έχασα το κασκόλ μου.;zin;;kleding, behoeftes
0317;2025-10-22;kennen;γνωρίζω;ww.;;converseren
0318;2025-10-22;Nooit …;Ποτέ δεν …;;sterker dan “Δεν … ποτέ.” | herhaling;
0319;2025-10-22;olielampje;(η) καντήλι;znw.;;cultuur
0320;2025-10-22;geloven (credo);πιστεύω (π.χ. (εἰς) ἕνα(ν) Θεόν, Πατέρα, Παντοκράτορα…);ww.;;filosofie, cultuur
0321;2025-10-22;negende;ένατος -η -ο;bnw.;;hoeveelheden, meten
0322;2025-10-22;wie;ποιος;vnw.;;grammatica
0323;2025-10-22;iemand;κάποιος;vnw.;in een affirmatieve zin， herhaling;grammatica
0324;2025-10-22;niemand …;κάποιος δεν;vnw.;;grammatica
;;;μηδέν;;;
0325;2025-10-22;een;ένας;tw.;;grammatica
;;;δύο;;;
0326;2025-10-22;geen;κανένας;vnw.;;grammatica
0327;2025-10-22;Nee, niets.;Τίποτα.;zin;;grammatica
0328;2025-10-22;iets;κάτι;vnw.;;grammatica
0329;2025-10-22;nooit;ποτέ;bijw.;;hoeveelheden, tijd, meten
