ID	Συχνότητα (Frequency)	‰	CEF level	Λήμμα (Lemma)	Πολυλεκτικό σύνολο (MWE)	Μέρος του Λόγου (Part of speech)	Μετάφραση (Translation)	Σχόλια μεταφραστή (Translator's comments)			
	0	0	C2	συχνάζω		Ρήμα					
1868	3034	0,052814219	A2	συχνός		Επίθετο					
1549	3834	0,066740183	A2	συχνότητα		Ουσιαστικό					
3099	1542	0,026842296	B2	σφαγή		Ουσιαστικό					
3592	1259	0,021915986	B2	σφάζω		Ρήμα					
2250	2330	0,04055937	B1	σφαίρα		Ουσιαστικό					
4956	798	0,013891149	C2	σφαιρικός		Επίθετο					
	0	0	C2	σφάλλω		Ρήμα					
2775	1766	0,030741566	B1	σφάλμα		Ουσιαστικό					
3656	1230	0,02141117	B2	σφίγγω		Ρήμα					
5456	511	0,01087234	C2	σφοδρός		Επίθετο					
5472	0	0	C2	σφουγγαρίζω		Ρήμα					
3375	1377	0,023970066	B2	σφραγίδα		Ουσιαστικό					
4544	912	0,015875599	C1	σφραγίζω		Ρήμα					
	0	0	C2	σφρίγος		Ουσιαστικό					
1294	4642	0,080805407	A2	σχεδιάζω		Ρήμα					
1232	4905	0,085383567	A2	σχεδιασμός		Ουσιαστικό					
	0	0	C2	σχεδιαστής		Ουσιαστικό					
426	13249	0,230631373	A1	σχέδιο	σχέδιο δράσης	Ουσιαστικό, Έκφραση					
401	14187	0,246959566	A1	σχεδόν		Επίρρημα					
129	33201	0,577944918	A1	σχέση		Ουσιαστικό					
1877	3013	0,052448662	A2	σχετίζω		Ρήμα					
278	18547	0,32285607	A1	σχετικά	σχετικά με	Επίρρημα, Έκφραση					
491	12039	0,209568352	A1	σχετικός		Επίθετο					
795	7674	0,133584811	A1	σχήμα		Ουσιαστικό					
1420	4211	0,073302794	A2	σχηματίζω		Ρήμα					
2450	2099	0,036538248	B1	σχηματισμός		Ουσιαστικό					
4735	854	0,014865967	C1	σχοινί		Ουσιαστικό					
499	11812	0,20561686	A1	σχολείο		Ουσιαστικό					
485	12125	0,211065394	A1	σχολή		Ουσιαστικό					
1434	4132	0,071927605	A2	σχολιάζω		Ρήμα					
4513	921	0,016032266	C1	σχολιασμός		Ουσιαστικό					
5923	0	0	C2	σχολιαστής		Ουσιαστικό					
1348	4420	0,076940952	A2	σχολικός		Επίθετο					
218	22354	0,389126252	A1	σχόλιο		Ουσιαστικό					
911	6790	0,11819662	A1	σώζω		Ρήμα					
5212	712	0,015148936	C2	σωλήνας		Ουσιαστικό					
273	18906	0,329105347	A1	σώμα		Ουσιαστικό					
1818	3142	0,054694224	A2	σωματείο		Ουσιαστικό					
3334	1400	0,024370437	B2	σωματίδιο		Ουσιαστικό					
1881	3005	0,052309403	A2	σωματικός		Επίθετο					
5795	0	0	C2	σωπαίνω		Ρήμα					
2939	1647	0,028670079	B2	σωρός		Ουσιαστικό					
923	6682	0,116316615	A1	σωστά		Επίρρημα					
	0	0	C2	σωστικός		Επίθετο					
456	12778	0,222432462	A1	σωστός		Επίθετο					
3170	1496	0,026041553	B2	σωτήρας		Ουσιαστικό					
2233	2348	0,040872705	B1	σωτηρία		Ουσιαστικό					
4844	824	0,014343743	C1	σωτήριος		Ουσιαστικό					
5549	0	0	C2	ταβάνι		Ουσιαστικό					
4388	961	0,016728564	C1	τάγμα		Ουσιαστικό					
	0	0	C2	ταγματάρχης		Ουσιαστικό					
3628	1244	0,021654874	B2	τάδε		Αντωνυμία					
5894	0	0	C2	ταΐζω		Ρήμα					
428	13192	0,229639148	A1	ταινία		Ουσιαστικό					
	0	0	C2	ταίρι		Ουσιαστικό					
1891	2966	0,051630512	A2	ταιριάζω		Ρήμα					
	0	0	C2	ταίριασμα		Ουσιαστικό					
	0	0	C2	ταιριαστός		Επίθετο					
5540	0	0	C2	τακτ		Ουσιαστικό					
5314	636	0,013531915	C2	τακτικά		Επίρρημα					
1031	5961	0,10376584	A2	τακτικός		Επίθετο					
	0	0	C2	τακτοποίηση		Ουσιαστικό					
	0	0	C2	τακτοποιούμαι		Ρήμα					
	0	0	C2	τακτοποιώ		Ρήμα					
4937	803	0,013978186	C2	ταλαιπωρία		Ουσιαστικό					
3926	1123	0,019548572	B2	ταλαιπωρώ		Ρήμα					
	0	0	C2	ταλαντεύομαι		Ρήμα					
5505	0	0	C2	ταλαντούχος		Επίθετο					
2701	1838	0,031994903	B1	ταλέντο		Ουσιαστικό					
1724	3345	0,058227937	A2	ταμείο		Ουσιαστικό					
	0	0	C2	ταμίας		Ουσιαστικό					
5666	0	0	C2	τανκ		Ουσιαστικό					
386	14747	0,256707741	A1	τάξη		Ουσιαστικό					
4805	835	0,014535225	C1	ταξί		Ουσιαστικό					
1567	3777	0,065747958	A2	ταξιδεύω		Ρήμα					
846	7229	0,125838493	A1	ταξίδι		Ουσιαστικό					
	0	0	C2	ταξιδιώτης		Ουσιαστικό					
2842	1721	0,02995823	B1	ταξικός		Επίθετο					
4240	1017	0,017703382	C1	ταξινόμηση		Ουσιαστικό					
5017	785	0,013664852	C2	ταξινομώ		Ρήμα					
2943	1644	0,028617856	B2	ταπεινός		Επίθετο					
	0	0	C2	ταπετσαρία		Ουσιαστικό					
4291	999	0,017390048	C1	ταράζω		Ρήμα					
	0	0	C2	ταρακουνώ		Ρήμα					
	0	0	C2	τασάκι		Ουσιαστικό					
934	6570	0,11436698	A1	τάση		Ουσιαστικό					
4523	918	0,015980044	C1	ταύρος		Ουσιαστικό					
2386	2164	0,037669733	B1	ταυτίζω		Ρήμα					
	0	0	C2	ταυτόσημος		Επίθετο					
1124	5408	0,094139517	A2	ταυτότητα		Ουσιαστικό					
856	7138	0,124254415	A1	ταυτόχρονα		Επίρρημα					
4972	795	0,013838927	C2	ταυτόχρονος		Επίθετο					
	0	0	C2	ταυτοχρόνως		Επίρρημα					
5551	0	0	C2	ταφή		Ουσιαστικό					
1928	2888	0,05027273	A2	τάφος		Ουσιαστικό					
3883	1137	0,019792276	B2	τάχα		Επίρρημα					
2425	2128	0,037043065	B1	ταχυδρομείο		Ουσιαστικό					
4734	854	0,014865967	C1	ταχυδρομικός		Επίθετο					
	0	0	C2	ταχυδρόμος		Ουσιαστικό					
	0	0	C2	ταχυδρομώ		Ρήμα					
2556	1985	0,034553798	B1	ταχύς		Επίθετο					
902	6812	0,118579584	A1	ταχύτητα		Ουσιαστικό					
5703	0	0	C2	ταψί		Ουσιαστικό					
2739	1804	0,031403049	B1	τείνω		Ρήμα					
2535	2006	0,034919355	B1	τείχος		Ουσιαστικό					
4329	983	0,017111528	C1	τεκμήριο		Ουσιαστικό					
3473	1323	0,023030063	B2	τεκμηριώνω		Ρήμα					
5903	0	0	C2	τεκμηρίωση		Ουσιαστικό					
4133	1055	0,018364865	C1	τελεία		Ουσιαστικό					
1395	4284	0,074573538	A2	τέλειος		Επίθετο					
	0	0	C2	τελειόφοιτος		Ουσιαστικό					
	0	0	C2	τελειωμένος		Επίθετο					
573	10576	0,184101246	A1	τελειώνω		Ρήμα					
1542	3859	0,067175369	A2	τελείως		Επίρρημα					
2076	2601	0,045276791	B1	τελετή		Ουσιαστικό					
	0	0	C2	τελετουργία		Ουσιαστικό					
	0	0	C2	τελετουργικό		Ουσιαστικό					
272	18957	0,403340426	A1	τελευταία		Επίρρημα					
108	36902	0,642369909	A1	τελευταίος		Επίθετο					
289	18043	0,314082713	A1	τελικά		Επίρρημα					
611	9873	0,171863805	A1	τελικός		Επίθετο					
144	30616	0,532946646	A1	τέλος		Επίθετο					
3128	1522	0,026494147	B2	τελώ		Ρήμα					
	0	0	C2	τελωνείο		Ουσιαστικό					
5140	757	0,013177444	C2	τεμάχιο		Ουσιαστικό					
5824	0	0	C2	τεμπέλης		Ουσιαστικό					
	0	0	C2	τένις		Ουσιαστικό					
	0	0	C2	τέντα		Ουσιαστικό					
	0	0	C2	τέντωμα		Ουσιαστικό					
	0	0	C2	τεντώνομαι		Ρήμα					
4833	826	0,014378558	C1	τεντώνω		Ρήμα					
3721	1198	0,020854131	B2	τέρας		Ουσιαστικό					
708	8557	0,148955594	A1	τεράστιος		Επίθετο					
	0	0	C2	τερατώδης		Επίθετο					
2627	1916	0,033352684	B1	τέρμα		Ουσιαστικό					
4283	1002	0,01744227	C1	τερματίζω		Ρήμα					
	0	0	C2	τερματισμός		Ουσιαστικό					
4134	1055	0,022446809	C1	τερματοφύλακας		Ουσιαστικό					
	0	0	C2	τεσσαρακοστός		Αριθμητικό					
755	8003	0,139311863	A1	τέσσερις		Αριθμητικό					
2901	1674	0,02914008	B1	τεστ		Ουσιαστικό					
	0	0	C2	τεταμένος		Επίθετο					
5430	532	0,013052023	C2	Τετάρτη		Ουσιαστικό					
	0	0	C2	τέταρτο		Ουσιαστικό					
1621	3593	0,062544986	A2	τέταρτος		Αριθμητικό					
119	35238	0,613403904	A1	τέτοιος		Αντωνυμία					
4996	790	0,01375189	C2	τετραγωνικός		Επίθετο					
4040	1085	0,018887089	C1	τετράγωνο		Ουσιαστικό					
4731	856	0,018212766	C1	τετράγωνος		Επίθετο					
1497	3972	0,069142412	A2	τεύχος		Ουσιαστικό					
	0	0	C2	τέχνασμα		Ουσιαστικό					
463	12672	0,220587271	A1	τέχνη		Ουσιαστικό					
2341	2222	0,038679365	B1	τεχνητός		Επίθετο					
4181	1035	0,022021277	C1	τεχνικά		Επίρρημα					
355	15886	0,276534832	A1	τεχνικός		Επίθετο					
5016	785	0,013664852	C2	τεχνίτης		Ουσιαστικό					
607	10050	0,174944924	A1	τεχνολογία		Ουσιαστικό					
1864	3047	0,053040516	A2	τεχνολογικός		Επίθετο					
5444	515	0,012634947	C2	τέως		Επίθετο					
	0	0	C2	τζαζ		Ουσιαστικό					
3427	1346	0,023430435	B2	τζάκι		Ουσιαστικό					
	0	0	C2	τζαμί		Ουσιαστικό					
4294	998	0,01737264	C1	τζάμι		Ουσιαστικό					
5412	546	0,013395497	C2	τζάμπα		Επίρρημα					
	0	0	C2	τζίνι		Ουσιαστικό					
5543	0	0	C2	τηγανητός		Επίθετο					
	0	0	C2	τηγάνι		Ουσιαστικό					
	0	0	C2	τηγανίζω		Ρήμα					
	0	0	C2	τηλεθεατής		Ουσιαστικό					
5627	0	0	C2	τηλεκάρτα		Ουσιαστικό					
1504	3963	0,068985745	A2	τηλεοπτικός		Επίθετο					
945	6501	0,113165866	A1	τηλεόραση		Ουσιαστικό					
4140	1052	0,018312643	C1	τηλεπικοινωνία		Ουσιαστικό					
4424	945	0,020106383	C1	τηλεπικοινωνιακός		Επίθετο					
5350	617	0,015137403	C2	τηλεφώνημα		Ουσιαστικό					
	0	0	C2	τηλεφωνητής		Ουσιαστικό					
2807	1744	0,030358602	B1	τηλεφωνικός		Επίθετο					
914	6768	0,117813656	A1	τηλέφωνο		Ουσιαστικό					
	0	0	C2	τηλεφωνώ		Ρήμα					
	0	0	C2	τήξη		Ουσιαστικό					
3589	1261	0,021950801	B2	τήρηση		Ουσιαστικό					
2016	2696	0,046930499	B1	τηρώ		Ρήμα					
40	88075	1,533161611	A1	τι		Αντωνυμία					
	0	0	C2	τίγρης		Ουσιαστικό					
210	22969	0,399831837	A1	τιμή	τιμή συναλλάγματος	Ουσιαστικό, Έκφραση					
5609	0	0	C2	τιμή	τιμή του πετρελαίου	Ουσιαστικό, Έκφραση					
4615	889	0,015475228	C1	τιμητικός		Επίθετο					
3376	1377	0,023970066	B2	τίμιος		Επίθετο					
2940	1647	0,035042553	B2	τιμολόγιο		Ουσιαστικό					
3637	1239	0,021567837	B2	τιμόνι		Ουσιαστικό					
1553	3818	0,066461664	A2	τιμώ		Ρήμα					
2891	1683	0,029296747	B1	τιμωρία		Ουσιαστικό					
2534	2006	0,034919355	B1	τιμωρώ		Ρήμα					
5180	746	0,012985962	C2	τινάζω		Ρήμα					
178	25949	0,451706053	A1	τίποτα		Αντωνυμία					
	0	0	C2	τίποτε		Αντωνυμία					
405	14020	0,244052521	A1	τίτλος		Ουσιαστικό					
	0	0	C2	τιτλοφορώ		Ρήμα					
229	21219	0,369368791	A1	τμήμα	αστυνομικό τμήμα	Ουσιαστικό, Έκφραση					
5728	0	0	C2	τμηματικά		Επίρρημα					
	0	0	C2	τοις εκατό		Επιρρηματική Έκφραση 					
	0	0	C2	τοις μετρητοίς		Επιρρηματική Έκφραση					
1342	4430	0,077115026	A2	τοίχος		Ουσιαστικό					
4167	1043	0,018155976	C1	τοκετός		Ουσιαστικό					
5821	0	0	C2	τόκος		Ουσιαστικό					
	0	0	C2	τολμηρά		Επίρρημα					
	0	0	C2	τολμηρός		Επίθετο					
	0	0	C2	τολμώ		Ρήμα					
438	13032	0,226853955	A1	τομέας		Ουσιαστικό					
3402	1360	0,023674139	B2	τομή		Ουσιαστικό					
1981	2766	0,048149021	B1	τόμος		Ουσιαστικό					
838	7253	0,126256272	A1	τονίζω		Ρήμα					
1355	4411	0,076784285	A2	τόνος		Ουσιαστικό					
	0	0	C2	τονώνω		Ρήμα					
4598	895	0,015579672	C1	τοξικός		Επίθετο					
3447	1335	0,023238953	B2	τόξο		Ουσιαστικό					
5220	702	0,01493617	C2	τοπικά		Επίρρημα					
545	11148	0,19405831	A1	τοπικός,-ή,-ό	τοπική κοινότητα	Επίθετο, Έκφραση					
2054	2651	0,046147164	B1	τοπίο		Ουσιαστικό					
1977	2777	0,048340503	B1	τοποθεσία		Ουσιαστικό					
1461	4058	0,070639453	A2	τοποθέτηση		Ουσιαστικό					
672	8983	0,156371169	A1	τοποθετώ		Ρήμα					
281	18362	0,319635691	A1	τόπος	τόπος συνάντησης	Ουσιαστικό, Έκφραση					
91	42608	0,741696848	A1	τόσο		Επίρρημα					
448	12881	0,22422543	A1	τόσος		Αντωνυμία					
	0	0	C2	τοστ		Ουσιαστικό					
88	44476	0,774213975	A1	τότε		Επίρρημα					
4271	1005	0,017494492	C1	τουαλέτα		Ουσιαστικό					
	0	0	C2	τουλάχιστον		Επίρρημα					
	0	0	C2	τούνελ		Ουσιαστικό					
1917	2906	0,050586065	A2	τουρισμός		Ουσιαστικό					
3984	1100	0,019148201	C1	τουρίστας,τουρίστρια		Ουσιαστικό					
1676	3458	0,06019498	A2	τουριστικός		Επίθετο					
	0	0	C2	Τουρκία		Ουσιαστικό					
	0	0	C2	τουρκικός, τούρκικος		Επίθετο					
	0	0	C2	Τούρκος		Ουσιαστικό					
	0	0	C2	τουρλώνω		Ρήμα					
2911	1665	0,028983413	B1	τουρνουά		Ουσιαστικό					
	0	0	C2	τούρτα		Ουσιαστικό					
1045	5858	0,101972872	A2	τραβάω, τραβώ		Ρήμα					
	0	0	C2	τράβηγμα		Ουσιαστικό					
5568	0	0	C2	τραβώ	τραβώ απότομα	Ρήμα (Έκφραση)					
1872	3028	0,052709774	A2	τραγικός		Επίθετο					
1404	4267	0,074277611	A2	τραγουδάω, τραγουδώ		Ρήμα					
393	14420	0,251015503	A1	τραγούδι		Ουσιαστικό					
3015	1597	0,027799706	B2	τραγουδιστής		Ουσιαστικό					
3957	1110	0,023617021	C1	τραγουδιστός		Επίθετο					
3141	1514	0,026354887	B2	τραγωδία		Ουσιαστικό					
5998	0	0	C2	τρακάρισμα		Ουσιαστικό					
	0	0	C2	τρακάρω		Ρήμα					
5701	0	0	C2	τραντάζω		Ρήμα					
899	6823	0,118771066	A1	τράπεζα		Ουσιαστικό					
	0	0	C2	τραπεζαρία		Ουσιαστικό					
1611	3632	0,063223877	A2	τραπέζι		Ουσιαστικό					
3806	1164	0,020262278	B2	τραπεζικός		Επίθετο					
	0	0	C2	τραπεζομάντιλο		Ουσιαστικό					
3933	1119	0,019478942	C1	τραύμα		Ουσιαστικό					
3252	1444	0,025136365	B2	τραυματίζω		Ρήμα					
3222	1459	0,025397477	B2	τραυματισμός		Ουσιαστικό					
	0	0	C2	τραχύς		Επίθετο					
209	22998	0,400336653	A1	τρεις		Αριθμητικό					
4563	908	0,015805969	C1	τρέλα		Ουσιαστικό					
3054	1563	0,027207852	B2	τρελαίνω		Ρήμα					
1590	3698	0,064372769	A2	τρελός		Επίθετο					
3685	1213	0,021115243	B2	τρέμω		Ρήμα					
4245	1014	0,01765116	C1	τρένο		Ουσιαστικό					
5706	0	0	C2	τρέξιμο		Ουσιαστικό					
2802	1746	0,030393417	B1	τρέφω	τρέφω κάποιον	Ρήμα, Έκφραση					
657	9220	0,160496736	A1	τρέχω	τρέχω	Ρήμα					
2705	1837	0,031977495	B1	τρέχων		Επίθετο					
5221	701	0,014914894	C2	τριακόσιοι		Αριθμητικό					
	0	0	C2	τριακοστός		Αριθμητικό					
2944	1643	0,028600449	B2	τριάντα		Αριθμητικό					
	0	0	C2	τριαντάφυλλο		Ουσιαστικό					
	0	0	C2	τριάρι		Ουσιαστικό					
5073	770	0,016382979	C2	τριβή		Ουσιαστικό					
3284	1431	0,024910068	B2	τρίβω		Ρήμα					
	0	0	C2	τριγυρίζω		Ρήμα					
5770	0	0	C2	τριγύρω		Επίρρημα					
4583	900	0,01566671	C1	τρίγωνο		Ουσιαστικό					
	0	0	C2	τρικ		Ουσιαστικό					
5764	0	0	C2	τρίκλινο		Ουσιαστικό					
	0	0	C2	τρικυμία		Ουσιαστικό					
5392	571	0,014008844	C2	Τρίτη		Ουσιαστικό					
495	11875	0,20671353	A1	τρίτος		Αριθμητικό					
3153	1509	0,02626785	B2	τρίχα		Ουσιαστικό					
	0	0	C2	τριχωτό		Ουσιαστικό					
	0	0	C2	τριώροφος		Επίθετο					
	0	0	C2	τρόλεϊ		Ουσιαστικό					
	0	0	C2	τρομαγμένος		Επίθετο					
2717	1824	0,031751198	B1	τρομάζω		Ρήμα					
4272	1005	0,017494492	C1	τρομακτικός		Επίθετο					
	0	0	C2	τρομερά		Επίρρημα					
2645	1899	0,033056757	B1	τρομερός		Επίθετο					
4527	917	0,015962636	C1	τρομοκράτης		Ουσιαστικό					
2201	2383	0,041481966	B1	τρομοκρατία		Ουσιαστικό					
4166	1043	0,018155976	C1	τρομοκρατικός		Επίθετο					
3322	1408	0,024509697	B2	τρόμος		Ουσιαστικό					
1077	5692	0,121106383	A2	τροπολογία		Ουσιαστικό					
2027	2684	0,04672161	B1	τροποποίηση		Ουσιαστικό					
2355	2206	0,038400846	B1	τροποποιώ		Ρήμα					
1459	4064	0,070743898	A2	τροπός		Επίθετο					
97	40441	0,703974893	A1	τρόπος	τρόπος ζωής, τρόπος του λέγειν	Ουσιαστικό, Έκφραση					
1259	4774	0,083103191	A2	τροφή		Ουσιαστικό					
1440	4118	0,0716839	A2	τρόφιμα		Ουσιαστικό					
2458	2090	0,044468085	B1	τρόφιμος		Ουσιαστικό					
	0	0	C2	τροφοδοσία		Ουσιαστικό					
4548	912	0,015875599	C1	τροφοδοτώ		Ρήμα					
	0	0	C2	τροχαία		Ουσιαστικό					
4295	998	0,01737264	C1	τροχαίος		Επίθετο					
3736	1194	0,020784501	B2	τροχιά		Ουσιαστικό					
	0	0	C2	τροχονόμος		Ουσιαστικό					
3282	1431	0,024910068	B2	τροχός		Ουσιαστικό					
	0	0	C2	τροχόσπιτο		Ουσιαστικό					
2066	2612	0,045468273	B1	τρύπα		Ουσιαστικό					
4521	918	0,015980044	C1	τρυπώ		Ρήμα					
3838	1149	0,020001166	B2	τρυφερός		Επίθετο					
	0	0	C2	τρυφερότητα		Ουσιαστικό					
379	14977	0,260711456	A1	τρώω, τρώγω		Ρήμα					
4148	1049	0,01826042	C1	τσάι		Ουσιαστικό					
5192	743	0,012933739	C2	τσακίζω		Ρήμα					
5014	785	0,013664852	C2	τσακώνω		Ρήμα					
4872	818	0,014239298	C1	τσάντα		Ουσιαστικό					
	0	0	C2	τσεκάρω		Ρήμα					
2740	1803	0,031385642	B1	τσέπη		Ουσιαστικό					
	0	0	C2	τσέχικος		Επίθετο					
2202	2382	0,041464558	B1	τσιγάρο		Ουσιαστικό					
5523	0	0	C2	τσιγγάνος		Ουσιαστικό					
5053	776	0,013508185	C2	τσιμπάω, τσιμπώ		Ρήμα					
	0	0	C2	τσίμπημα		Ουσιαστικό					
3422	1350	0,023500064	B2	τυλίγω		Ρήμα					
	0	0	C2	τύμπανο		Ουσιαστικό					
4510	922	0,016049674	C1	τυπικά		Επίρρημα					
2641	1904	0,040510638	B1	τυπικό		Ουσιαστικό					
2249	2330	0,04055937	B1	τυπικός		Επίθετο					
189	24506	0,426587096	A1	τύπος		Ουσιαστικό					
2764	1779	0,030967863	B1	τυπώνω		Ρήμα					
2668	1877	0,032673793	B1	τυρί		Ουσιαστικό					
	0	0	C2	τυρόπιτα		Ουσιαστικό					
2282	2287	0,03981085	B1	τυφλός		Επίθετο					
2436	2120	0,036903805	B1	τυχαία		Ουσιαστικό					
1535	3879	0,067523518	A2	τυχαίνω		Ρήμα					
2160	2443	0,042526413	B1	τυχαίος		Επίθετο					
2381	2166	0,037704548	B1	τυχερός		Επίθετο					
1250	4812	0,083764674	A2	τύχη		Ουσιαστικό					
	0	0	C2	τυχοδιώκτης		Ουσιαστικό					
1944	2851	0,049628655	A2	τυχόν		Επίρρημα					
74	51873	0,90297692	A1	τώρα		Επίρρημα					
4988	791	0,013769297	C2	τωρινός		Επίθετο					
523	11431	0,19898462	A1	υγεία		Ουσιαστικό					
4200	1027	0,017877456	C1	υγειονομικός	υγειονομική περίθαλψη	Επίθετο, Έκφραση					
5719	0	0	C2	υγιεινή		Ουσιαστικό					
2482	2055	0,03577232	B1	υγιεινός		Επίθετο					
2146	2483	0,043222711	B1	υγιής		Επίθετο					
3350	1395	0,0242834	B2	υγρασία		Ουσιαστικό					
1280	4685	0,081553927	A2	υγρός		Επίθετο					
	0	0	C2	υδάτινος		Επίθετο					
3867	1141	0,019861906	B2	υδραυλικός		Επίθετο					
	0	0	C2	υδρορροή		Ουσιαστικό					
4866	819	0,017425532	C1	υιοθέτηση		Ουσιαστικό					
1886	2981	0,051891624	A2	υιοθετώ		Ρήμα					
1125	5405	0,094087295	A2	ύλη		Ουσιαστικό					
2742	1802	0,038340426	B1	υλικά		Επίρρημα					
374	15035	0,261721088	A1	υλικό		Ουσιαστικό					
1948	2835	0,049350135	A2	υλικός		Επίθετο					
2098	2548	0,044354196	B1	υλοποίηση		Ουσιαστικό					
2402	2144	0,037321584	B1	υλοποιώ		Ρήμα					
2760	1782	0,031020085	B1	ύμνος		Ουσιαστικό					
4708	862	0,018340426	C1	υπαγορεύω		Ρήμα					
3091	1546	0,026911926	B2	υπάγω		Ρήμα					
	0	0	C2	υπαίθριος		Επίθετο					
4066	1075	0,018713014	C1	ύπαιθρος		Ουσιαστικό					
	0	0	C2	υπαινιγμός		Ουσιαστικό					
	0	0	C2	υπάκουος		Επίθετο					
4718	860	0,014970411	C1	υπακούω		Ρήμα					
1069	5709	0,099379161	A2	υπάλληλος		Ουσιαστικό					
3935	1119	0,019478942	C1	υπαρκτός		Επίθετο					
634	9484	0,165092305	A1	ύπαρξη		Ουσιαστικό					
29	111230	1,936231235	A1	υπάρχω		Ρήμα					
1807	3170	0,055181633	A2	υπάρχων		Επίθετο					
2768	1776	0,03091564	B1	υπενθυμίζω		Ρήμα					
	0	0	C2	υπενθύμιση		Ουσιαστικό					
915	6755	0,117587359	A1	υπέρ		Πρόθεση					
2276	2292	0,039897887	B1	υπερασπίζω		Ρήμα					
4037	1086	0,018904496	C1	υπεράσπιση		Ουσιαστικό					
	0	0	C2	υπερασπιστής		Ουσιαστικό					
2549	1992	0,034675651	B1	υπερβαίνω		Ρήμα					
	0	0	C2	υπερβάλλω		Ρήμα					
	0	0	C2	υπέρβαρος		Επίθετο					
4480	932	0,016223748	C1	υπέρβαση		Ουσιαστικό					
3458	1329	0,023134508	B2	υπερβολή		Ουσιαστικό					
3369	1382	0,024057103	B2	υπερβολικά		Επίρρημα					
2161	2443	0,042526413	B1	υπερβολικός		Επίθετο					
5490	0	0	C2	υπερέχω		Ρήμα					
	0	0	C2	υπερήφανα		Επίρρημα					
	0	0	C2	υπερηφάνεια		Ουσιαστικό					
	0	0	C2	υπερηφανεύομαι		Ρήμα					
2439	2113	0,036781953	B1	υπερήφανος		Επίθετο					
	0	0	C2	υπέρμετρος		Επίθετο					
	0	0	C2	υπερνικώ		Ρήμα					
	0	0	C2	υπέροχα		Επίρρημα					
4290	999	0,017390048	C1	υπεροχή		Ουσιαστικό					
1516	3932	0,068446114	A2	υπέροχος		Επίθετο					
5083	768	0,013368926	C2	υπέρτατος		Επίθετο					
	0	0	C2	υπερτερώ		Ρήμα					
	0	0	C2	υπερφυσικός		Επίθετο					
748	8076	0,140582608	A1	υπεύθυνος		Επίθετο					
	0	0	C2	υπευθυνότητα		Ουσιαστικό					
	0	0	C2	υπηκοότητα		Ουσιαστικό					
217	22377	0,389526624	A1	υπηρεσία		Ουσιαστικό					
5094	767	0,013351518	C2	υπηρεσιακός		Επίθετο					
	0	0	C2	υπηρέτης		Ουσιαστικό					
1753	3284	0,057166083	A2	υπηρετώ		Ρήμα					
	0	0	C2	υπνοδωμάτιο		Ουσιαστικό					
1341	4434	0,077184656	A2	ύπνος		Ουσιαστικό					
331	16767	0,2918708	A1	υπό	υπό τη μορφή, υπό τον όρο	Πρόθεση, Έκφραση					
4706	863	0,015022634	C1	υποβαθμίζω		Ρήμα					
5205	729	0,015510638	C2	υποβάθμιση		Ουσιαστικό					
4825	827	0,014395965	C1	υπόβαθρο		Ουσιαστικό					
1096	5539	0,096419894	A2	υποβάλλω		Ρήμα					
2453	2097	0,036503433	B1	υποβολή		Ουσιαστικό					
	0	0	C2	υποβρύχιος		Επίθετο					
	0	0	C2	υπόγεια		Επίρρημα					
5565	0	0	C2	υπόγειο		Ουσιαστικό					
2205	2373	0,041307891	B1	υπόγειος	υπόγειος σιδηρόδρομος	Επίθετο, Έκφραση					
3035	1579	0,027486372	B2	υπογραμμίζω		Ρήμα					
1682	3436	0,059812016	A2	υπογραφή		Ουσιαστικό					
1436	4129	0,071875382	A2	υπογράφω		Ρήμα					
	0	0	C2	υπόδειγμα		Ουσιαστικό					
2952	1638	0,028513412	B2	υποδεικνύω		Ρήμα					
5196	742	0,012916332	C2	υπόδειξη		Ουσιαστικό					
3818	1159	0,020175241	B2	υποδέχομαι		Ρήμα					
1885	2992	0,052083106	A2	υποδομή		Ουσιαστικό					
2837	1724	0,030010453	B1	υποδοχή		Ουσιαστικό					
591	10278	0,178913824	A1	υπόθεση		Ουσιαστικό					
1572	3771	0,065643513	A2	υποθέτω		Ρήμα					
	0	0	C2	υποθήκη		Ουσιαστικό					
5761	0	0	C2	υποκατάστατο		Ουσιαστικό					
4973	795	0,016914894	C2	υποκατάστημα		Ουσιαστικό					
3852	1147	0,019966351	B2	υπόκειμαι		Ρήμα					
3728	1196	0,020819316	B2	υποκειμενικός		Επίθετο					
4733	855	0,014883374	C1	υποκείμενο		Ουσιαστικό					
	0	0	C2	υποκείμενος,-η,-ο		Επίθετο					
	0	0	C2	υποκίνηση		Ουσιαστικό					
4767	844	0,014691892	C1	υποκρισία		Ουσιαστικό					
5739	0	0	C2	υποκριτής		Ουσιαστικό					
5436	518	0,011021277	C2	υποκριτικός		Επίθετο					
5351	616	0,013106383	C2	υποκύπτω		Ρήμα					
1245	4843	0,084304305	A2	υπολογίζω		Ρήμα					
2007	2708	0,047139389	B1	υπολογισμός		Ουσιαστικό					
644	9380	0,163281929	A1	υπολογιστής		Ουσιαστικό					
	0	0	C2	υπολογιστικός		Επίθετο					
	0	0	C2	υπόλοιπο		Ουσιαστικό					
392	14426	0,251119948	A1	υπόλοιπος		Επίθετο					
	0	0	C2	υπομένω		Ρήμα					
	0	0	C2	υπομονετικά		Επίρρημα					
5541	0	0	C2	υπομονετικός		Επίθετο					
2165	2427	0,042247894	B1	υπομονή		Ουσιαστικό					
4124	1058	0,022510638	C1	υπονομεύω		Ρήμα					
